Income,Home,Emp_length,Intent,Amount,Rate,Percent_income,Cred_length
75000,RENT,4.0,EDUCATION,6000,6.92,0.08,6
55500,RENT,2.0,PERSONAL,10450,7.51,0.19,10
42000,RENT,2.0,MEDICAL,8400,13.49,0.2,14
67500,RENT,1.0,VENTURE,7500,9.76,0.11,3
49812,RENT,4.0,MEDICAL,15000,6.17,0.3,3
53004,MORTGAGE,6.0,EDUCATION,1500,13.79,0.03,2
30000,OWN,3.0,PERSONAL,6000,7.9,0.2,2
32000,RENT,7.0,DEBTCONSOLIDATION,6375,10.74,0.2,2
80000,OWN,0.0,VENTURE,24000,12.87,0.3,9
48000,MORTGAGE,6.0,DEBTCONSOLIDATION,10000,13.49,0.21,4
120000,RENT,0.0,DEBTCONSOLIDATION,10000,11.66,0.08,2
38004,RENT,2.0,PERSONAL,1500,12.53,0.04,7
98000,RENT,6.0,EDUCATION,4000,7.51,0.04,7
29000,RENT,1.0,HOMEIMPROVEMENT,4000,14.54,0.14,3
43000,MORTGAGE,1.0,DEBTCONSOLIDATION,4000,7.88,0.09,4
155000,RENT,3.0,HOMEIMPROVEMENT,20000,10.74,0.13,6
65000,RENT,1.0,HOMEIMPROVEMENT,5000,9.63,0.08,17
65000,RENT,3.0,DEBTCONSOLIDATION,2000,14.27,0.03,4
75000,OTHER,4.0,VENTURE,7200,15.05,0.1,6
78000,MORTGAGE,0.0,VENTURE,25000,15.58,0.32,3
88000,MORTGAGE,7.0,MEDICAL,11000,11.14,0.13,4
68000,MORTGAGE,1.0,PERSONAL,9200,8.94,0.14,11
54000,MORTGAGE,4.0,PERSONAL,9600,6.62,0.18,3
30000,RENT,0.0,MEDICAL,9000,13.92,0.3,7
28000,RENT,0.0,DEBTCONSOLIDATION,3000,10.25,0.11,4
45000,RENT,1.0,EDUCATION,3950,6.92,0.09,4
115500,RENT,1.0,EDUCATION,20000,10.46,0.17,9
42000,RENT,8.0,HOMEIMPROVEMENT,18000,14.46,0.43,3
94527,RENT,7.0,HOMEIMPROVEMENT,11000,7.49,0.12,9
48000,RENT,0.0,MEDICAL,20000,14.96,0.42,3
30000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,13.49,0.33,2
65000,RENT,4.0,HOMEIMPROVEMENT,15000,13.49,0.23,3
18000,OWN,3.0,HOMEIMPROVEMENT,4900,14.54,0.27,4
46713,MORTGAGE,3.0,VENTURE,12375,10.91,0.26,6
60000,MORTGAGE,9.0,PERSONAL,10000,12.21,0.17,4
89000,RENT,1.0,EDUCATION,28800,7.49,0.32,6
60000,RENT,3.0,PERSONAL,6500,9.25,0.11,2
96000,MORTGAGE,1.0,EDUCATION,10000,7.49,0.1,3
30000,RENT,3.0,EDUCATION,8500,13.98,0.28,4
33000,RENT,5.0,VENTURE,3375,13.49,0.1,3
18000,RENT,0.0,MEDICAL,3000,13.99,0.17,4
66000,RENT,3.0,DEBTCONSOLIDATION,20000,10.62,0.3,9
45000,RENT,0.0,MEDICAL,12000,7.66,0.27,4
69000,RENT,1.0,VENTURE,12000,14.46,0.17,9
57912,MORTGAGE,7.0,VENTURE,5600,5.42,0.1,8
25000,RENT,1.0,EDUCATION,5000,7.51,0.2,7
88500,MORTGAGE,10.0,EDUCATION,10000,8.59,0.11,4
80000,RENT,6.0,EDUCATION,4000,11.12,0.05,4
75000,MORTGAGE,9.0,VENTURE,20000,10.62,0.27,3
12720,RENT,1.0,EDUCATION,7500,7.05,0.59,4
60000,MORTGAGE,7.0,EDUCATION,15000,7.9,0.25,3
53004,RENT,0.0,PERSONAL,20000,13.04,0.38,10
34068,RENT,2.0,EDUCATION,4500,14.84,0.13,3
45000,RENT,5.0,MEDICAL,2500,14.35,0.06,2
36000,RENT,0.0,EDUCATION,1500,10.37,0.04,4
36000,RENT,3.0,HOMEIMPROVEMENT,11000,10.37,0.31,4
32000,RENT,0.0,HOMEIMPROVEMENT,6400,15.62,0.2,5
15090,RENT,0.0,EDUCATION,7000,8.94,0.46,4
57000,MORTGAGE,0.0,VENTURE,20000,11.99,0.35,2
42000,MORTGAGE,4.0,PERSONAL,10000,10.75,0.24,9
30000,RENT,4.0,MEDICAL,7000,7.74,0.23,2
54000,MORTGAGE,1.0,VENTURE,10000,16.89,0.19,5
59000,MORTGAGE,7.0,HOMEIMPROVEMENT,4900,15.62,0.08,4
31404,RENT,0.0,PERSONAL,5000,7.51,0.16,3
73000,RENT,0.0,PERSONAL,10000,11.11,0.14,10
75000,MORTGAGE,7.0,PERSONAL,4950,10.99,0.07,3
60626,RENT,4.0,EDUCATION,8625,7.9,0.14,4
27500,RENT,4.0,MEDICAL,2200,12.53,0.08,4
75500,MORTGAGE,9.0,EDUCATION,7000,11.36,0.09,2
84000,RENT,3.0,MEDICAL,6000,11.49,0.07,6
78600,RENT,0.0,DEBTCONSOLIDATION,8400,13.48,0.11,3
80000,MORTGAGE,10.0,HOMEIMPROVEMENT,7000,6.03,0.09,4
96000,MORTGAGE,6.0,HOMEIMPROVEMENT,21000,14.65,0.22,3
33600,RENT,0.0,PERSONAL,15000,11.11,0.45,4
120000,RENT,6.0,PERSONAL,5000,13.79,0.04,3
75693,MORTGAGE,5.0,EDUCATION,22000,10.25,0.29,10
12000,OWN,5.0,EDUCATION,2500,7.51,0.21,4
58000,RENT,9.0,MEDICAL,19900,11.83,0.34,4
74700,MORTGAGE,7.0,EDUCATION,12000,5.42,0.16,4
20000,RENT,0.0,EDUCATION,5500,12.69,0.28,5
90000,RENT,2.0,MEDICAL,20000,11.49,0.22,4
180000,RENT,1.0,EDUCATION,20000,14.22,0.11,10
57000,RENT,4.0,PERSONAL,15000,9.91,0.26,6
70000,OTHER,4.0,PERSONAL,9000,9.63,0.13,4
60000,OWN,0.0,EDUCATION,24250,12.18,0.4,7
70500,RENT,1.0,VENTURE,5000,11.14,0.07,4
150000,RENT,7.0,DEBTCONSOLIDATION,25000,8.49,0.17,7
53000,OWN,5.0,PERSONAL,14400,11.36,0.27,3
35000,RENT,0.0,VENTURE,12000,10.91,0.34,3
65000,RENT,5.0,VENTURE,10000,13.47,0.15,3
110000,MORTGAGE,6.0,PERSONAL,2800,8.49,0.03,4
44000,RENT,2.0,PERSONAL,10000,15.65,0.23,2
45000,MORTGAGE,2.0,PERSONAL,7200,7.29,0.16,4
51900,MORTGAGE,5.0,VENTURE,14100,11.49,0.27,2
84000,MORTGAGE,7.0,MEDICAL,6500,10.99,0.08,3
48000,RENT,6.0,VENTURE,4800,7.9,0.1,3
87000,MORTGAGE,0.0,DEBTCONSOLIDATION,7500,11.28,0.09,4
65000,RENT,2.0,VENTURE,4200,14.79,0.06,10
55000,RENT,3.0,VENTURE,5000,12.53,0.09,5
36000,MORTGAGE,3.0,EDUCATION,8000,9.83,0.22,3
93600,RENT,1.0,HOMEIMPROVEMENT,5600,11.99,0.06,10
96000,MORTGAGE,4.0,VENTURE,4500,6.76,0.05,10
40000,RENT,0.0,VENTURE,5925,11.11,0.15,3
38400,OTHER,0.0,VENTURE,8000,16.0,0.21,2
31200,RENT,7.0,MEDICAL,8000,11.49,0.26,2
55000,MORTGAGE,2.0,HOMEIMPROVEMENT,8500,12.21,0.15,2
50000,RENT,3.0,VENTURE,6400,6.91,0.13,2
38400,OWN,0.0,VENTURE,16450,10.65,0.43,8
54000,RENT,4.0,DEBTCONSOLIDATION,12000,14.22,0.22,12
100000,RENT,1.0,MEDICAL,14400,11.71,0.14,3
62000,MORTGAGE,5.0,MEDICAL,10000,7.88,0.16,2
52000,MORTGAGE,5.0,PERSONAL,1000,10.0,0.02,26
50000,RENT,7.0,MEDICAL,4000,7.4,0.08,2
39000,MORTGAGE,5.0,EDUCATION,1000,7.49,0.03,3
140000,RENT,0.0,HOMEIMPROVEMENT,7400,6.03,0.05,6
56000,RENT,2.0,VENTURE,6650,12.69,0.12,2
57000,RENT,2.0,VENTURE,10000,7.9,0.18,4
40000,RENT,2.0,MEDICAL,9000,12.53,0.23,8
112500,MORTGAGE,3.0,DEBTCONSOLIDATION,8600,13.11,0.08,4
24000,RENT,0.0,EDUCATION,2000,14.35,0.08,7
70000,RENT,8.0,EDUCATION,8000,15.96,0.11,3
44000,RENT,1.0,MEDICAL,8000,12.92,0.18,4
30000,RENT,7.0,HOMEIMPROVEMENT,9000,6.91,0.3,8
48300,RENT,0.0,HOMEIMPROVEMENT,4500,9.76,0.09,2
79200,MORTGAGE,3.0,HOMEIMPROVEMENT,25000,15.58,0.32,5
60000,MORTGAGE,6.0,EDUCATION,6000,9.91,0.1,4
88000,MORTGAGE,4.0,MEDICAL,6000,9.91,0.07,2
67000,RENT,2.0,VENTURE,25000,10.99,0.37,3
64000,RENT,1.0,EDUCATION,10000,12.69,0.16,10
82000,MORTGAGE,6.0,EDUCATION,10750,9.25,0.13,3
48000,RENT,0.0,PERSONAL,2500,9.62,0.05,12
56004,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,7.74,0.09,7
16800,RENT,1.0,EDUCATION,3050,9.91,0.18,3
75000,RENT,5.0,VENTURE,23850,16.29,0.32,10
110244,MORTGAGE,3.0,HOMEIMPROVEMENT,18000,12.17,0.16,10
49600,MORTGAGE,8.0,HOMEIMPROVEMENT,2500,7.4,0.05,2
33600,OWN,5.0,MEDICAL,10000,7.88,0.3,2
40500,MORTGAGE,8.0,DEBTCONSOLIDATION,8500,10.99,0.21,3
49800,MORTGAGE,3.0,PERSONAL,6000,7.14,0.12,6
57996,RENT,5.0,EDUCATION,7400,10.36,0.13,2
190000,RENT,5.0,VENTURE,22000,6.91,0.12,8
120000,MORTGAGE,3.0,MEDICAL,5000,14.79,0.04,2
26650,MORTGAGE,6.0,MEDICAL,1000,12.53,0.04,2
72000,MORTGAGE,4.0,DEBTCONSOLIDATION,20000,11.83,0.28,4
24000,OWN,5.0,EDUCATION,5000,14.74,0.21,15
128000,MORTGAGE,4.0,HOMEIMPROVEMENT,10000,11.58,0.08,2
30000,OWN,7.0,HOMEIMPROVEMENT,10000,12.61,0.33,3
70000,MORTGAGE,6.0,MEDICAL,18000,7.9,0.26,12
69743,MORTGAGE,7.0,VENTURE,1000,14.11,0.01,2
68000,MORTGAGE,4.0,EDUCATION,1000,8.0,0.01,3
140787,MORTGAGE,3.0,MEDICAL,35000,16.49,0.21,15
100000,MORTGAGE,9.0,HOMEIMPROVEMENT,17600,10.59,0.18,2
58000,RENT,0.0,DEBTCONSOLIDATION,14400,9.91,0.25,8
35000,MORTGAGE,9.0,VENTURE,12000,9.63,0.34,8
26496,RENT,2.0,MEDICAL,5000,14.83,0.19,10
60000,MORTGAGE,0.0,PERSONAL,10000,15.25,0.17,5
32000,RENT,6.0,MEDICAL,8000,9.91,0.25,7
57700,MORTGAGE,7.0,PERSONAL,3500,10.65,0.06,2
69000,MORTGAGE,10.0,DEBTCONSOLIDATION,15000,14.54,0.22,3
89772,RENT,8.0,DEBTCONSOLIDATION,6000,13.92,0.07,3
58000,RENT,0.0,EDUCATION,20000,9.91,0.34,10
50450,RENT,3.0,EDUCATION,2000,9.88,0.04,3
65004,MORTGAGE,8.0,HOMEIMPROVEMENT,3600,13.49,0.06,4
138550,MORTGAGE,8.0,MEDICAL,23000,14.96,0.14,12
60000,MORTGAGE,7.0,MEDICAL,5000,12.99,0.08,2
60000,RENT,3.0,VENTURE,10400,14.91,0.17,4
45000,RENT,1.0,MEDICAL,12500,10.37,0.28,3
125000,MORTGAGE,0.0,MEDICAL,9175,10.99,0.07,5
35220,RENT,2.0,DEBTCONSOLIDATION,10500,7.29,0.3,3
61000,RENT,4.0,EDUCATION,12000,6.92,0.2,9
45000,MORTGAGE,5.0,MEDICAL,3000,10.99,0.07,4
38000,RENT,5.0,MEDICAL,3000,7.49,0.08,8
30000,MORTGAGE,5.0,EDUCATION,3600,12.42,0.12,4
96000,OWN,9.0,PERSONAL,5600,15.21,0.06,8
47000,MORTGAGE,9.0,EDUCATION,12000,6.62,0.26,2
60000,OWN,8.0,VENTURE,14000,11.12,0.23,2
39000,RENT,8.0,MEDICAL,1500,15.62,0.04,3
100000,RENT,0.0,HOMEIMPROVEMENT,3000,9.76,0.03,3
62000,RENT,1.0,DEBTCONSOLIDATION,10000,8.94,0.16,2
52000,RENT,2.0,EDUCATION,2725,11.66,0.05,8
48000,RENT,3.0,MEDICAL,7500,16.29,0.16,14
34000,RENT,3.0,PERSONAL,5500,16.89,0.16,2
38000,OWN,0.0,HOMEIMPROVEMENT,6000,11.58,0.16,8
115000,MORTGAGE,7.0,EDUCATION,10000,14.27,0.09,2
140000,RENT,9.0,EDUCATION,20000,6.54,0.14,4
58000,RENT,9.0,PERSONAL,10500,11.48,0.18,2
31200,RENT,0.0,EDUCATION,10000,6.91,0.32,15
108000,RENT,2.0,PERSONAL,10000,10.65,0.09,5
66996,MORTGAGE,7.0,MEDICAL,10000,9.32,0.15,3
47500,MORTGAGE,8.0,DEBTCONSOLIDATION,2700,5.79,0.06,14
59317,RENT,5.0,VENTURE,5000,11.48,0.08,4
72000,MORTGAGE,3.0,HOMEIMPROVEMENT,10000,10.95,0.14,7
69077,MORTGAGE,2.0,PERSONAL,10000,7.51,0.14,3
80000,RENT,5.0,HOMEIMPROVEMENT,10000,11.49,0.13,12
30960,RENT,5.0,VENTURE,4800,11.49,0.16,16
64000,MORTGAGE,9.0,HOMEIMPROVEMENT,9000,5.99,0.14,2
51500,RENT,1.0,VENTURE,12000,12.53,0.23,15
130000,MORTGAGE,10.0,MEDICAL,9800,8.49,0.08,5
33288,RENT,2.0,DEBTCONSOLIDATION,10800,12.09,0.32,5
150000,OWN,0.0,VENTURE,24000,11.83,0.16,13
36000,RENT,1.0,MEDICAL,4000,13.61,0.11,7
120600,RENT,5.0,VENTURE,10000,13.49,0.08,5
38769,MORTGAGE,3.0,DEBTCONSOLIDATION,2400,8.9,0.06,6
37000,MORTGAGE,2.0,EDUCATION,10000,7.74,0.27,3
60000,MORTGAGE,1.0,VENTURE,5000,7.29,0.08,2
30000,RENT,1.0,DEBTCONSOLIDATION,10000,6.99,0.33,4
54417,MORTGAGE,1.0,MEDICAL,9525,11.66,0.18,3
65200,MORTGAGE,7.0,DEBTCONSOLIDATION,7000,8.0,0.11,7
48000,RENT,3.0,PERSONAL,5000,9.63,0.1,3
53184,MORTGAGE,8.0,PERSONAL,13500,10.99,0.25,4
75000,RENT,7.0,EDUCATION,18000,12.73,0.24,4
68000,RENT,3.0,PERSONAL,3000,11.78,0.04,2
72000,OWN,10.0,MEDICAL,10000,7.74,0.14,4
28800,RENT,4.0,PERSONAL,14500,16.7,0.5,10
60000,MORTGAGE,6.0,VENTURE,7000,7.14,0.12,3
24000,MORTGAGE,0.0,VENTURE,4000,13.49,0.17,13
48000,RENT,5.0,EDUCATION,7200,12.42,0.15,4
75000,RENT,1.0,HOMEIMPROVEMENT,10000,11.14,0.13,3
136173,MORTGAGE,2.0,EDUCATION,8000,6.62,0.06,15
105500,RENT,1.0,DEBTCONSOLIDATION,31000,8.49,0.29,9
32000,MORTGAGE,3.0,DEBTCONSOLIDATION,6250,11.49,0.2,3
44004,RENT,0.0,PERSONAL,5000,13.79,0.11,8
85000,MORTGAGE,8.0,PERSONAL,10400,5.79,0.12,4
93000,MORTGAGE,5.0,MEDICAL,12000,7.88,0.13,4
65000,RENT,7.0,EDUCATION,6000,15.23,0.09,3
120000,MORTGAGE,5.0,PERSONAL,5400,5.99,0.04,17
32213,MORTGAGE,3.0,MEDICAL,8000,13.47,0.25,4
121000,MORTGAGE,0.0,EDUCATION,17600,13.57,0.15,5
169000,RENT,1.0,PERSONAL,14000,11.14,0.08,3
45000,RENT,4.0,VENTURE,1800,16.49,0.04,4
64000,RENT,3.0,MEDICAL,2500,10.99,0.04,3
100000,MORTGAGE,5.0,MEDICAL,8000,11.49,0.08,4
64000,RENT,1.0,PERSONAL,10000,11.66,0.16,5
57000,MORTGAGE,5.0,PERSONAL,7500,10.25,0.13,2
28800,RENT,10.0,MEDICAL,15000,10.0,0.52,3
51504,RENT,3.0,VENTURE,10500,12.53,0.2,17
25000,MORTGAGE,10.0,PERSONAL,6400,7.51,0.26,8
45600,RENT,0.0,DEBTCONSOLIDATION,11200,5.79,0.25,8
157200,MORTGAGE,1.0,DEBTCONSOLIDATION,20000,12.18,0.13,3
59000,RENT,7.0,EDUCATION,20000,12.29,0.34,2
15000,RENT,0.0,MEDICAL,1000,14.3,0.07,3
39000,MORTGAGE,0.0,DEBTCONSOLIDATION,5600,16.49,0.14,3
125000,RENT,0.0,HOMEIMPROVEMENT,18000,11.11,0.14,11
28800,RENT,10.0,MEDICAL,15000,10.0,0.52,2
49600,RENT,9.0,MEDICAL,12000,7.14,0.24,3
85000,MORTGAGE,4.0,DEBTCONSOLIDATION,7750,11.12,0.09,4
40944,RENT,0.0,MEDICAL,8200,11.36,0.2,2
30000,RENT,8.0,EDUCATION,7500,5.79,0.25,2
58000,RENT,6.0,EDUCATION,9000,7.29,0.16,4
48000,RENT,0.0,DEBTCONSOLIDATION,13000,11.26,0.27,3
49000,MORTGAGE,10.0,EDUCATION,14000,7.88,0.29,2
70000,OWN,0.0,HOMEIMPROVEMENT,10000,10.99,0.14,9
24000,OWN,5.0,EDUCATION,2850,11.83,0.12,7
71500,RENT,2.0,MEDICAL,10000,13.57,0.14,6
91392,RENT,7.0,DEBTCONSOLIDATION,12000,5.42,0.13,3
47000,MORTGAGE,3.0,MEDICAL,15000,7.66,0.32,2
33000,RENT,5.0,MEDICAL,4000,5.99,0.12,8
80000,RENT,2.0,DEBTCONSOLIDATION,35000,12.68,0.44,10
66000,MORTGAGE,8.0,MEDICAL,15000,6.54,0.23,4
44004,RENT,2.0,EDUCATION,5000,8.9,0.11,3
56000,MORTGAGE,0.0,EDUCATION,25000,13.55,0.45,8
31000,RENT,6.0,MEDICAL,6000,6.03,0.19,3
66000,RENT,2.0,EDUCATION,7000,7.66,0.11,3
70000,MORTGAGE,6.0,HOMEIMPROVEMENT,10200,6.91,0.15,8
113800,RENT,8.0,MEDICAL,5000,11.83,0.04,9
34900,RENT,2.0,MEDICAL,11200,9.99,0.32,10
62000,MORTGAGE,4.0,VENTURE,9600,9.2,0.15,2
130000,MORTGAGE,5.0,HOMEIMPROVEMENT,5000,17.56,0.04,7
84000,MORTGAGE,8.0,VENTURE,6000,10.62,0.07,4
50000,RENT,1.0,DEBTCONSOLIDATION,1500,14.26,0.03,2
30000,RENT,5.0,EDUCATION,12000,11.36,0.4,9
42000,MORTGAGE,3.0,VENTURE,9000,7.74,0.21,8
63211,RENT,7.0,DEBTCONSOLIDATION,6500,11.86,0.1,2
108366,RENT,7.0,HOMEIMPROVEMENT,35000,20.25,0.32,2
130500,MORTGAGE,1.0,DEBTCONSOLIDATION,25000,15.33,0.19,6
98400,MORTGAGE,0.0,EDUCATION,8000,12.68,0.08,2
24000,RENT,0.0,EDUCATION,5000,7.51,0.21,8
33800,MORTGAGE,2.0,EDUCATION,10000,15.31,0.3,4
55000,RENT,5.0,HOMEIMPROVEMENT,9000,11.11,0.16,2
87504,MORTGAGE,2.0,PERSONAL,12000,15.21,0.14,10
42000,RENT,6.0,MEDICAL,10000,16.32,0.24,4
49000,RENT,1.0,EDUCATION,5000,15.62,0.1,4
30000,MORTGAGE,6.0,VENTURE,5000,10.38,0.17,4
80000,RENT,6.0,PERSONAL,6400,13.16,0.08,11
52000,RENT,3.0,EDUCATION,12000,7.29,0.23,6
32000,RENT,3.0,DEBTCONSOLIDATION,5000,6.03,0.16,2
26400,RENT,4.0,EDUCATION,8875,6.62,0.34,3
55200,RENT,0.0,EDUCATION,4000,6.76,0.07,10
26000,RENT,6.0,PERSONAL,6000,10.75,0.23,10
40000,RENT,0.0,MEDICAL,9600,14.72,0.24,2
74984,RENT,2.0,VENTURE,13500,7.29,0.18,9
133000,RENT,2.0,EDUCATION,35000,14.54,0.26,17
75000,MORTGAGE,4.0,DEBTCONSOLIDATION,21000,11.48,0.28,4
66000,MORTGAGE,5.0,DEBTCONSOLIDATION,8500,7.51,0.13,2
79000,RENT,2.0,HOMEIMPROVEMENT,13800,8.49,0.17,2
111917,MORTGAGE,1.0,DEBTCONSOLIDATION,25000,15.31,0.22,3
31000,RENT,2.0,VENTURE,2500,8.9,0.08,15
48996,RENT,5.0,VENTURE,5000,13.79,0.1,4
43738,RENT,1.0,MEDICAL,14000,7.88,0.32,6
65000,RENT,0.0,VENTURE,17000,13.47,0.26,2
40800,MORTGAGE,6.0,HOMEIMPROVEMENT,8000,12.69,0.2,6
36700,OWN,7.0,PERSONAL,2000,7.51,0.05,16
120000,RENT,3.0,HOMEIMPROVEMENT,10000,17.04,0.08,5
24000,RENT,0.0,MEDICAL,3500,6.17,0.15,6
75000,RENT,4.0,PERSONAL,4000,11.49,0.05,2
35000,RENT,8.0,MEDICAL,6000,7.9,0.17,9
57492,RENT,1.0,MEDICAL,20000,12.53,0.35,10
46000,RENT,3.0,DEBTCONSOLIDATION,11000,10.59,0.24,2
140000,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,6.76,0.04,6
135000,MORTGAGE,2.0,MEDICAL,20000,9.25,0.15,13
45727,MORTGAGE,5.0,EDUCATION,1000,16.29,0.02,9
62352,MORTGAGE,3.0,DEBTCONSOLIDATION,3800,6.62,0.06,7
62000,RENT,6.0,PERSONAL,8000,5.42,0.13,3
36400,RENT,1.0,PERSONAL,6000,12.87,0.16,17
62000,MORTGAGE,8.0,VENTURE,20000,16.7,0.32,2
54000,MORTGAGE,2.0,MEDICAL,7500,15.58,0.14,2
87000,MORTGAGE,2.0,VENTURE,7200,9.63,0.08,6
73000,MORTGAGE,3.0,HOMEIMPROVEMENT,8500,7.29,0.12,10
50000,MORTGAGE,0.0,VENTURE,2600,6.03,0.05,3
95000,RENT,5.0,VENTURE,18600,13.57,0.2,7
115200,RENT,0.0,HOMEIMPROVEMENT,24250,11.36,0.21,2
65000,RENT,5.0,MEDICAL,12000,8.9,0.18,3
85000,RENT,5.0,EDUCATION,10000,6.17,0.12,3
120000,RENT,9.0,DEBTCONSOLIDATION,11000,12.18,0.09,4
72500,MORTGAGE,2.0,MEDICAL,7000,13.79,0.1,8
60000,MORTGAGE,8.0,PERSONAL,8000,10.51,0.13,8
71000,RENT,0.0,EDUCATION,16500,14.72,0.23,6
96000,RENT,0.0,HOMEIMPROVEMENT,1000,10.36,0.01,3
80400,MORTGAGE,10.0,VENTURE,25000,17.49,0.31,4
39000,MORTGAGE,6.0,EDUCATION,7000,8.94,0.18,3
46080,RENT,1.0,VENTURE,2200,11.99,0.05,2
53000,RENT,0.0,DEBTCONSOLIDATION,7000,9.88,0.13,9
57500,RENT,2.0,MEDICAL,9000,10.37,0.16,3
60000,RENT,0.0,VENTURE,12000,13.49,0.2,6
68000,MORTGAGE,5.0,PERSONAL,10000,11.49,0.15,13
48000,RENT,8.0,DEBTCONSOLIDATION,5000,11.97,0.1,10
65000,MORTGAGE,2.0,PERSONAL,13000,14.35,0.2,4
166000,MORTGAGE,1.0,PERSONAL,23450,11.36,0.14,2
37980,MORTGAGE,7.0,PERSONAL,3500,6.03,0.09,2
21000,RENT,1.0,MEDICAL,4000,5.79,0.19,10
74600,MORTGAGE,3.0,DEBTCONSOLIDATION,20000,17.51,0.27,3
38400,OWN,9.0,EDUCATION,1000,6.62,0.03,2
78301,MORTGAGE,6.0,DEBTCONSOLIDATION,17000,6.62,0.22,9
45000,RENT,5.0,MEDICAL,1300,13.61,0.03,4
40000,MORTGAGE,3.0,DEBTCONSOLIDATION,6000,5.79,0.15,3
79000,MORTGAGE,3.0,HOMEIMPROVEMENT,20000,6.91,0.25,3
30000,RENT,2.0,EDUCATION,2700,10.75,0.09,2
65000,RENT,6.0,MEDICAL,16000,8.49,0.25,4
52584,MORTGAGE,2.0,PERSONAL,6400,14.54,0.12,4
35000,RENT,5.0,MEDICAL,10000,12.21,0.29,6
100000,RENT,2.0,PERSONAL,21000,16.49,0.21,3
165000,MORTGAGE,3.0,HOMEIMPROVEMENT,15000,12.61,0.09,7
45000,RENT,0.0,PERSONAL,6000,13.23,0.13,4
64000,MORTGAGE,4.0,PERSONAL,8825,5.99,0.14,5
38000,MORTGAGE,5.0,EDUCATION,10000,17.99,0.26,6
50000,MORTGAGE,4.0,VENTURE,17200,7.51,0.34,4
48000,RENT,2.0,DEBTCONSOLIDATION,5000,11.89,0.1,4
55000,MORTGAGE,4.0,PERSONAL,3600,6.92,0.07,10
75000,RENT,4.0,DEBTCONSOLIDATION,9000,12.21,0.12,8
110004,MORTGAGE,1.0,VENTURE,12000,10.36,0.11,3
82000,MORTGAGE,3.0,VENTURE,10000,6.92,0.12,9
26004,RENT,5.0,VENTURE,4800,10.99,0.18,3
86670,MORTGAGE,4.0,PERSONAL,20000,12.53,0.23,2
50000,MORTGAGE,0.0,EDUCATION,10000,16.89,0.2,10
78000,MORTGAGE,9.0,EDUCATION,8000,7.9,0.1,4
25480,MORTGAGE,7.0,PERSONAL,5000,9.99,0.2,3
33500,RENT,1.0,HOMEIMPROVEMENT,1500,14.74,0.04,11
62000,RENT,5.0,DEBTCONSOLIDATION,9600,9.32,0.15,11
109720,MORTGAGE,2.0,VENTURE,20000,10.75,0.18,4
79900,RENT,0.0,MEDICAL,25000,13.11,0.27,16
85000,RENT,7.0,MEDICAL,20000,17.39,0.2,2
46000,MORTGAGE,3.0,PERSONAL,6000,11.49,0.13,8
43000,MORTGAGE,5.0,MEDICAL,7000,10.62,0.16,4
35000,RENT,1.0,VENTURE,15000,7.49,0.43,3
70000,RENT,2.0,DEBTCONSOLIDATION,10000,9.45,0.14,3
95620,MORTGAGE,7.0,EDUCATION,13500,14.96,0.14,4
50000,MORTGAGE,7.0,HOMEIMPROVEMENT,10000,9.99,0.2,7
148750,RENT,3.0,MEDICAL,12000,7.9,0.07,8
138000,RENT,0.0,VENTURE,11000,7.49,0.08,10
36000,RENT,4.0,PERSONAL,10400,7.66,0.29,14
62900,MORTGAGE,4.0,MEDICAL,11000,7.9,0.15,3
65000,RENT,2.0,EDUCATION,10000,13.79,0.15,3
23004,RENT,6.0,PERSONAL,3000,13.43,0.13,5
122500,RENT,1.0,HOMEIMPROVEMENT,10000,10.65,0.08,2
51000,MORTGAGE,2.0,MEDICAL,7000,7.88,0.14,12
100000,MORTGAGE,7.0,PERSONAL,6000,8.49,0.06,2
130000,MORTGAGE,0.0,DEBTCONSOLIDATION,24250,6.17,0.19,16
69000,MORTGAGE,10.0,HOMEIMPROVEMENT,6200,15.99,0.09,2
57300,RENT,2.0,HOMEIMPROVEMENT,10400,11.66,0.18,4
50000,RENT,2.0,MEDICAL,8000,10.62,0.16,8
110000,MORTGAGE,2.0,HOMEIMPROVEMENT,15000,7.88,0.14,2
24996,MORTGAGE,6.0,PERSONAL,6000,9.25,0.24,9
76000,MORTGAGE,3.0,HOMEIMPROVEMENT,3600,14.79,0.05,12
26004,RENT,0.0,EDUCATION,6500,11.91,0.25,10
33772,RENT,3.0,VENTURE,3600,16.02,0.11,3
57000,MORTGAGE,7.0,EDUCATION,15000,10.39,0.26,7
85000,MORTGAGE,0.0,HOMEIMPROVEMENT,18000,13.06,0.21,5
42000,RENT,2.0,VENTURE,8400,13.49,0.2,15
30000,RENT,3.0,VENTURE,5000,13.92,0.17,4
80000,RENT,0.0,MEDICAL,6400,7.88,0.08,8
38400,RENT,2.0,MEDICAL,7000,7.51,0.18,6
70000,RENT,4.0,DEBTCONSOLIDATION,4000,5.99,0.06,4
42000,RENT,0.0,HOMEIMPROVEMENT,16750,17.58,0.4,3
54000,RENT,2.0,HOMEIMPROVEMENT,13575,11.71,0.25,10
16500,OWN,1.0,VENTURE,2000,13.23,0.12,11
78000,MORTGAGE,4.0,PERSONAL,1750,10.36,0.02,2
